Nr|Naam|Gem/Bijz.|Sign|Bezoekadres|Huisnummer|NA|PC|Plaats|Gemeente|Provincie|Status|Verbijzondering status|MIP|Rijksmonument|Gemeentelijk monument|Rmonr.|Link|Beschermd deel|Eigenaar|Postadres|PC Eig.|Plaats|Jaartal|Circa|Periode|Ontwerp van|Grondvorm|wc|lijk|aula|KASKI|Bijzonderheden|Grootte|Isl.|Kadaster
1666|Gemeentelijke Begraafplaats De Lier|Gemeentelijk|Gem|Burgemeester Crezeelaan|28||2678 KX|De Lier|Westland|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Westland|Postbus  13|2678ZG|De Lier|1915|Ja|||Recht|nee|nee|ja|||21.350|nee|Ja
1656|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Kerkhoflaan|2||2676 XV|Maasdijk|Westland|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||Begraafplaats Maasdijk|Kerkhoflaan 1|2676 XV|Maasdijk|1932|Ja|||Recht|nee|nee|ja|||9.215|nee|Ja
1663|Gemeentelijke Begraafplaats Molenlande|Gemeentelijk|Gem|Molenstraat|141e||2681 BR|Monster|Westland|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Westland|Postbus  19|2680 AA|Monster|1830|Ja|||Recht|nee|ja|ja|||12.000|nee|Ja
4145|Algemene Begraafplaats|Gemeentelijk|Gem|Geestweg|122||2671 MC|Naaldwijk|Westland|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Begraafplaats|gemeente Westland|||Monster|1865||||Combinatie|nee|nee|ja||Recent uitgebreid|38.270|nee|Ja
1667|Algemene Begraafplaats Beukenhage|Gemeentelijk|Gem|Naaldwijkseweg|101a||2691 RD|'s-Gravenzande|Westland|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Begraafplaats, monument voor de Berlin|gemeente Westland|Naaldwijkseweg to 103|2691 RD|'s-Gravenzande|1873||||Recht|ja|nee|ja||111 WO I|38.235|nee|Ja
1658|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Julianastraat|17a||2291 TR|Wateringen|Westland|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Westland||||1930|Ja|||Recht|nee|ja|nee|||3.735|nee|Ja
1570|Algemene Begraafplaats Westvoorne|Gemeentelijk|Gem|Voorweg|33a||3233 SJ|Oostvoorne|Voorne aan Zee|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Voorne aan Zee||||||||Recht|nee|nee|ja|||27.910|nee|Ja
1567|Begraafplaats Maria Rust|Gemeentelijk|Gem|Zeeweg|2||3235 AX|Rockanje|Voorne aan Zee|Zuid-Holland|In gebruik|Alleen bijzettingen|Nee|Nee|Ja|Geen||Begraafplaats|gemeente Voorne aan Zee||||1828||||Recht|nee|ja|nee|||5.450|nee|Ja
232|Nieuwe Begraafplaats|Gemeentelijk|Gem|Dirk van Voornelaan|34||3235 AC|Rockanje|Voorne aan Zee|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Voorne aan Zee||||1950|||P. Verhagen|Organisch|nee|nee|ja|||70.600|nee|Ja
3396|Gemeentelijke Begraafplaats Binnenweg|Gemeentelijk|Gem|Binnenweg|||2712 XE|Zoetermeer|Zoetermeer|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Zoetermeer||||1957|||W.C.J. Boer|Recht|nee|nee|nee|||13.760|nee|Ja
3380|Gemeentelijke Begraafplaats Hoflaan|Gemeentelijk|Gem|Buytenparklaan|1||2717 AX|Zoetermeer|Zoetermeer|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Zoetermeer||||1981|||CH & Partners Stedebouw en Landschap|Organisch|ja|nee|ja||Uitbreiding van Ada Wille|77.760|ja|Ja
1584|Oude algemene kerkhof|Gemeentelijk|Gem|Dorpsstraat|59||2712 AD|Zoetermeer|Zoetermeer|Zuid-Holland|Gesloten||Nee|Nee|Nee|Geen|||gemeente Zoetermeer||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||1.420|nee|Nee
3401|Gemeentelijke Begraafplaats Moerhage|Gemeentelijk|Gem|Beatrixlaan|2||2751 XS|Moerkapelle|Zuidplas|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Zuidplas||||1880|Ja|||Recht|nee|nee|nee|||4.110|nee|Ja
1404|Gemeentelijke Begraafplaats Westhage|Gemeentelijk|Gem|Akkerweg|84||2751 CP|Moerkapelle|Zuidplas|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Zuidplas||||1988||||Recht|nee|nee|ja|||6.295|nee|Ja
1694|Oude gemeentelijke Begraafplaats|Gemeentelijk|Gem|Koningin Julianastraat|11a|bij|2841 VL|Moordrecht|Zuidplas|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Begraafplaats|gemeente Zuidplas||||1829||||Recht|nee|ja|ja|||2.070|nee|Ja
1698|Gemeentelijke Begraafplaats Middelweg|Gemeentelijk|Gem|Middelweg|45a||2841 LB|Moordrecht|Zuidplas|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Zuidplas||||1989|||M. Pemmelaar-Groot|Recht|nee|nee|ja|||8.130|nee|Ja
1686|Nieuwe gemeentelijke Begraafplaats Essenhof|Gemeentelijk|Gem|Kerkhofpad|1||2911 CB|Nieuwerkerk aan den IJssel|Zuidplas|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Zuidplas||||1966||||Recht|nee|nee|ja|||38.685|nee|Ja
1699|Oude Algemene Begraafplaats|Gemeentelijk|Gem|Prinses Beatrixstraat|2|bij|2911 AL|Nieuwerkerk aan den IJssel|Zuidplas|Zuid-Holland|In gebruik|Alleen bijzettingen|Nee|Nee|Nee|Geen|||gemeente Zuidplas||||1874||||Recht|nee|ja|nee||gesloten in 1966|1.975|nee|Ja
3384|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Zuidplasweg|3||2761 JK|Zevenhuizen|Zuidplas|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Zuidplas||||||||Recht|nee|nee|ja|||10.460|nee|Ja
3449|Algemene Begraafplaats|Gemeentelijk|Gem|Molenweg|23|bij|2995 BK|Heerjansdam|Zwijndrecht|Zuid-Holland|In gebruik||Nee|Ja|Nee|509912|https://monumentenregister.cultureelerfgoed.nl/monumenten/509912|Poortgebouw|gemeente Zwijndrecht||||1874||||Recht|nee|ja|ja||Uitgebreid in 1962|6.660|nee|Ja
2244|Gemeentelijke Begraafplaats Zwijndrecht|Gemeentelijk|Gem|Jeroen Boschlaan|26||3331 HS|Zwijndrecht|Zwijndrecht|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Zwijndrecht||||1937|||J. Wildeman|Recht|nee|ja|ja||Uitbreiding 1964 naar ontwerp van J. Meijers uit Dordrecht|51.375|nee|Ja
2234|Kerkhof Oude Kerk|Gemeentelijk|Gem|Kerkstraat|49|bij|3331 XL|Zwijndrecht|Zwijndrecht|Zuid-Holland|Gesloten||Nee|Nee|Nee|Geen|||gemeente Zwijndrecht||||||Middeleeuwen||Recht|nee|nee|nee|| -1963. Sinds 1879 bij gemeente|3.115|nee|Ja
2238|Nieuwe Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Munnikensteeg|50||3335 LJ|Zwijndrecht|Zwijndrecht|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Zwijndrecht||||1991||||Recht|nee|nee|ja|||37.215|nee|Ja
4127|Algemene Begraafplaats Groote Lindt|Gemeentelijk|Gem|Develweg|28|bij|3333 LA|Zwijndrecht|Zwijndrecht|Zuid-Holland|Gesloten||Nee|Nee|Nee|Geen|||gemeente Zwijndrecht||||||Middeleeuwen||Recht|nee|ja|nee||gesloten per 1 mei 1972|640|nee|Nee
1559|Joodse Begraafplaats|Bijzonder|Joods|Geertruyt van Oostenstraat|53|bij|2612 RP|Delft|Delft|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Nee|Nee|Geen|||||||1845||||Recht|nee|nee|nee||1800-1940, 25 zerken|780|nee|Nee
3888|Joodse Begraafplaats Scheveningen (gemengd)|Bijzonder|Joods|Scheveningseweg|21a||2517 KS|'s-Gravenhage|Den Haag|Zuid-Holland|In gebruik||Nee|Ja|Nee|18067|https://monumentenregister.cultureelerfgoed.nl/monumenten/18067|Begraafplaats|Joodse gemeente Den Haag|Kruisbeklaan 57|2566CN|Den Haag|1694||||Recht|nee|ja|nee||ca 3000 zerken, 10.000 graven sleutel bij receptie NIB Capital, Carnegieplein 4|22.380|nee|Ja
1912|Joodse Begraafplaats|Bijzonder|Joods|Nieuweweg|2|bij|3314 JS|Dordrecht|Dordrecht|Zuid-Holland|In gebruik||Ja|Ja|Nee|522272|https://monumentenregister.cultureelerfgoed.nl/monumenten/522272|Begraafplaats|||||1871||||Recht|nee|ja|nee||ca 375 zerken|2.100|nee|Ja
1913|Joodse Begraafplaats|Bijzonder|Joods|Mariadijk|2|bij|3252 BB|Goedereede|Goeree-Overflakkee|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Nee|Nee|Geen|||||||1812||||Recht|nee|nee|nee||1812-1900, geen stenen|255|nee|Ja
1935|Joodse Begraafplaats|Bijzonder|Joods|Oost Havendijk|8a|bij|3247 LD|Dirksland|Goeree-Overflakkee|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Nee|Nee|Geen|||||||1847||||Recht|nee|nee|nee||9 zerken|540|nee|Nee
1944|Joodse Begraafplaats|Bijzonder|Joods|Hoflaan|||3241 AC|Middelharnis|Goeree-Overflakkee|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Nee|Nee|Geen|||||||1865||||Recht|nee|nee|nee||56 zerken|585|nee|Nee
1844|Joodse Begraafplaats|Bijzonder|Joods|Willem de Vries Robbéweg|10||4206 AL|Gorinchem|Gorinchem|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Ja|Nee|525108|https://monumentenregister.cultureelerfgoed.nl/monumenten/525108|Begraafplaats, aula en hek|||||1814||||Recht|nee|ja|nee||134 zerken|1.215|nee|Ja
1397|Joodse Begraafplaats|Bijzonder|Joods|Prinses Irenestraat|||3261 AP|Oud Beijerland|Hoeksche Waard|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Nee|Ja|Geen||Begraafplaats|||||1790||||Recht|nee|nee|nee||1790-1948, 65 zerken|1.430|nee|Ja
1945|Joodse Begraafplaats|Bijzonder|Joods|Oud Bonaventurasedijk|46|bij|3291 CL|Strijen|Hoeksche Waard|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Nee|Nee|Geen|||||||1896||||Recht|nee|ja|nee||Gebruikt tot 1969, 23 stèles. Verzamelgraf Dordrecht oude begraafplaats|300|nee|Ja
4189|Joodse Begraafplaats|Bijzonder|Joods|Rijnstraat|151||2223 EA|Katwijk|Katwijk|Zuid-Holland|In gebruik||Nee|Ja|Nee|23527|https://monumentenregister.cultureelerfgoed.nl/monumenten/23527|Begraafplaats||Rijnstraat 151|2223 EA|Katwijk|1758||||Recht|nee|ja|nee||ca 450 zerken, met name voor Leiden|3.375|nee|Ja
4116|Joodse Begraafplaats|Bijzonder|Joods|Nes|15||2871 BD|Schoonhoven|Krimpenerwaard|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Nee|Nee|Geen|||||||1767||||Recht|nee|nee|nee||1767-1956, 48 zerken (2002: opgeknapt)|510|nee|Ja
3452|Joodse Begraafplaats|Bijzonder|Joods|Kerkweg|149|bij|2941 BJ|Lekkerkerk|Krimpenerwaard|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Nee|Ja|Geen||Begraafplaats|||||1866||||Recht|nee|nee|nee||6 zerken|150|nee|Nee
4140|Joodse Begraafplaats op Algemene Begraafplaats|Bijzonder|Joods|Willem de Zwijgerstraat|36||3143 LR|Maassluis|Maassluis|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Nee|Nee|Geen|||||||1950||||Recht|nee|nee|nee||23 zerken, in 1950 overgebracht van oude begraafplaats|200|nee|Nee
1714|Joodse Begraafplaats van Voorne Putten|Bijzonder|Joods|Spuikade|2|tegenover|3211 BG|Geervliet|Nissewaard|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Ja|Nee|9377|https://monumentenregister.cultureelerfgoed.nl/monumenten/9377|Begraafplaats|||||1781||||Recht|nee|nee|nee||1781-1940, 85 stèles|1.345|nee|Ja
1713|Joodse Begraafplaats|Bijzonder|Joods|Kerkweg|38a||3214 VE|Zuidland|Nissewaard|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Nee|Ja|Geen||Begraafplaats|||||1888||||Recht|nee|nee|nee||5 zerken|84|nee|Ja
874|Joodse Begraafplaats op Algemene Begraafplaats|Bijzonder|Joods|Winston Churchilllaan|233||2282 JS|Rijswijk|Rijswijk|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Nee|Nee|Geen|||||||1937||||Recht|nee|nee|nee|||110|nee|Nee
243|Liberaal Joodse Begraafplaats Beth Hachaim|Bijzonder|Joods|Eikelenburglaan|7||2286 KA|Rijswijk|Rijswijk|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||Liberale Joodse Gemeente Den Haag||||1990||||Recht|nee|nee|nee|||580|nee|Nee
3439|Portugees-Joodse Begraafplaats|Bijzonder|Joods|Jan van Loonslaan|||3031 PK|Rotterdam|Rotterdam|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Nee|Nee|Geen|||||||1613||||Recht|nee|nee|nee||Sefardisch (vooral)/1613-1700|770|nee|Nee
1478|Joodse Begraafplaats Oostzeedijk (gemengd)|Bijzonder|Joods|Oostzeedijk|276||3063 CA|Rotterdam|Rotterdam|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Nee|Ja|Geen||Begraafplaats|N.I.G. Rotterdam|bij Infirmeriestraat|||1696||||Recht|nee|nee|nee||1696-1833, 195 zerken|900|nee|Nee
3618|Joodse Begraafplaats Delfshaven|Bijzonder|Joods|Kerkepad|13||3024 CJ|Rotterdam|Rotterdam|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Nee|Nee|Geen|||||||1865||||Recht|nee|nee|nee||1865-1898, maakte deel uit van begraafplaats Schoonderlo, geruimd 1923|200|nee|Nee
4200|Het Toepad|Bijzonder|Joods|Toepad|65||3063 NJ|Rotterdam|Rotterdam|Zuid-Holland|In gebruik||Nee|Ja|Nee|32923|https://monumentenregister.cultureelerfgoed.nl/monumenten/32923|Begraafplaats|N.I.G. Rotterdam||||1895||||Recht|nee|ja|nee|||27.900|nee|Ja
1405|Joodse Begraafplaats|Bijzonder|Joods|Schiedamseweg/Parkweg|||3134 BA|Vlaardingen|Vlaardingen|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Nee|Ja|Geen||Begraafplaats|||||1862||||Recht|nee|nee|nee||1 zerk, gebruikt tot 1900, 43 doden.|260|nee|Nee
1343|Joodse Begraafplaats|Bijzonder|Joods|Het Kerkehout|4a||2245 XR|Wassenaar|Wassenaar|Zuid-Holland|In gebruik||Nee|Ja|Nee|524542|https://monumentenregister.cultureelerfgoed.nl/complexen/524542|Aanleg en metaarhuisje||Postbus  93037|2509AA|Den Haag|1906||||Recht|nee|ja|nee|||20.840|nee|Ja
1660|Joodse Begraafplaats|Bijzonder|Joods|Opstalweg|20|bij|2671 LX|Naaldwijk|Westland|Zuid-Holland|Gesloten|Bijzetting mogelijk|Nee|Nee|Ja|Geen||Begraafplaats|Joodse gemeente Den Haag||||1793||||Recht|nee|nee|nee||31 zerken|1.100|nee|Ja
39|Kerkhof||NH|Dorpsstraat|38||2445 AN|Aarlanderveen|Alphen aan den Rijn|Zuid-Holland|Geruimd|Nee|Ja|Nee|7515|https://monumentenregister.cultureelerfgoed.nl/monumenten/7515|Priesterzerk (onderdeel)||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||||nee|Nee
68|Joodse Begraafplaats||Joods|Aarkade|63||2406 BW|Alphen aan den Rijn|Alphen aan den Rijn|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||1802||||Recht|nee|ja|||1802-1964, metaheerhuisje nog aanwezig|1.970|nee|Nee
116|HH Michael en Bernarduskerkhof (Scheepjeskerk)||RK|Rijndijk|106|bij|2394 AJ|Hazerswoude Rijndijk|Alphen aan den Rijn|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||1869||||Recht|nee|nee|nee||Gesloten in 1980. Geruimd in 2010|590|nee|Nee
66|NH Kerkhof||Gem|Kerkplein|7||2470 AA|Zwammerdam|Alphen aan den Rijn|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen|||College van Kerkrentmeester NH Gemeente|Wettenluststraat 5|2471 AC|Zwammerdam||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||575|nee|Nee
29|NH Kerkhof||NH|Dorpsstraat|148||2992 BE|Barendrecht|Barendrecht|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Tot 1871, drie zerken resteren|1.715|nee|Nee
172|NH Kerkhof||NH|Sint Catharijnehof|1||3231 XS|Brielle|Voorne aan Zee|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||5.172|nee|Nee
203|NH Kerkhof||NH|Schoolstraat|5||3238 AP|Zwartewaal|Voorne aan Zee|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Enkele verzamelde grafmonumenten|2.100|nee|Nee
137|NH Kerkhof||NH|Kerklaan|2||2903 BE|Capelle aan den Ijssel|Capelle aan den IJssel|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Van 1828-1874 Burgerlijk, één steen resteert|980|nee|Nee
170|Oude kerkhof Scheveningen||NH|Keizerstraat|8||2584 BJ|s-Gravenhage|Den Haag|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||1.925|nee|Nee
235|NH kerkkhof||NH|Ring|2||3247 BN|Dirksland|Goeree-Overflakkee|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||4.000|nee|Nee
75|NH Kerkhof||NH|Ring|15||3241 CR|Middelharnis|Goeree-Overflakkee|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Obelisk tegen noordzijde kerk.|6.220|nee|Nee
234|NH kerkhof||NH|Kerkring|29||3244 AH|Nieuwe-Tonge|Goeree-Overflakkee|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||1.720|nee|Nee
5|NH Kerkhof||NH|Weststraat|2||3253 AK|Ouddorp|Goeree-Overflakkee|Zuid-Holland|Geruimd|Nee|Ja|Nee|16267|https://monumentenregister.cultureelerfgoed.nl/monumenten/16267|Kerkhof||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Geen grafmonumenten meer|1.750|nee|Nee
237|NH kerkhof||NH|Kerkring|1||3255 AH|Oude-Tonge|Goeree-Overflakkee|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||2.300|nee|Nee
280|NH kerkhof||NH|Nieuwstraat|27||3243 AN|Stad aan 't Haringvliet|Goeree-Overflakkee|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||770|nee|Nee
121|NH Kerkhof Nieuw Helvoet||NH|Ring|2||3222 AE|Hellevoetsluis|Voorne aan Zee|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Geen grafmonumenten meer|1.430|nee|Nee
152|NH Kerkhof||NH|Dorpsstraat|13||3342 BJ|Hendrik-Ido-Ambacht|Hendrik-Ido-Ambacht|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Geen grafmonumenten meer|791|nee|Nee
302|NH kerkhof Cillaarshoek||NH|Keizersdijk|159||3291 CD|Strijen|Hoeksche Waard|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||1615||||Kerkoriëntatie|nee|nee|nee|||425|nee|Nee
15|NH Kerkhof||NH|Kerkplein|12||3274 BL|Heinenoord|Hoeksche Waard|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Zuidelijk deel bebouwd, contour nog wel aanwezig inclusief hekwerk|1.800|nee|Nee
279|NH kerkhof||NH|Kerkstraat|18||3286 AK|Klaaswaal|Hoeksche Waard|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||kerkoriëntatie|nee|nee|nee||Straat doorgetrokken over kerkhof, deels bebouwd, twee zerken liggen er nog|400|nee|Nee
303|NH Kerkhof||NH|Kerkplein|1A||3271 BG|Mijnsheerenland|Hoeksche Waard|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Een zerk op roef aanwezig|2.325|nee|Nee
176|NH Kerkhof||NH|Kerkstraat|22||3264 AJ|Nieuw-Beijerland|Hoeksche Waard|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||2.215|nee|Nee
177|NH Kerkhof||NH|Waterstal|7||3262 JR|Oud-Beijerland|Hoeksche Waard|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Geen grafmonumenten meer|1.580|nee|Nee
245|NH kerkhof||NH|Kerkplein|1||3297 AX|Puttershoek|Hoeksche Waard|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Deels bebouwd|1.480|nee|nee
74|NH Kerkhof||NH|Kerkstraat|25a||3295 BD|'s-Gravendeel|Hoeksche Waard|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||2.360|nee|Nee
281|NH Kerkhof||NH|Breestraat|7||3273 AC|Westmaas|Hoeksche Waard|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Deels bebouw, vorm moeilijk herkenbaar|1.265|nee|Nee
67|H Jacobusbegraafplaats (later gemeentelijk)||RK|Weteringlaan|15|to|2377 XN|Oude Wetering|Kaag en Braassem|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||||Recht|nee|nee|nee||Geruimd in 2006|495|nee|Nee
128|Oude Kerkhof||NH|Kerkstraat|4|bij|2481 AA|Woubrugge|Kaag en Braassem|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|||1828-1934 alg. begraafplaats, heringericht 1969. Nu plantsoen, sarcofaag|900|nee|Nee
120|NH Kerkhof||NH|Boulevard|109||2225 HC|Katwijk|Katwijk|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||1.191|nee|Nee
236|NH kerkhof||NH|Kerksingel|2||2861 AG|Bergambacht|Krimpenerwaard|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Geen grafmonumenten meer, wel monument in muur|1.270|nee|Nee
61|NH Kerkhof||NH|Kerkplein|9||2851 CJ|Haastrecht|Krimpenerwaard|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||208|nee|Nee
82|Oud NH Kerkhof||NH|Haven|84|bij|2871 CR|Schoonhoven|Krimpenerwaard|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Recht|nee|nee|nee|| -1821 geruimd|435|nee|Nee
26|Voormalig Kerkhof||NH|Kerkplein|1||3155 AM|Maasland|Midden-Delfland|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Geen grafmonumenten meer|1.200|nee|Nee
277|Hervormd Kerkhof||NH|Dorpsstraat|3||2636 CB|Schipluiden|Midden-Delfland|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Zuidzijde intact, noord grind|240|nee|Nee
241|NH kerkhof||NH|Dorpsweg|80a||4221 LJ|Hoogblokland|Molenlanden|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Nog enkele zerken als stoep|1.340|nee|Nee
313|NH kerkhof||NH|Dorpsstraat|50||2969 AD|Oud-Alblas|Molenlanden|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Grafkelder met rechten voor onbepaalde tijd aanwezig|6|nee|Nee
162|NH Kerkhof||NH|Ring|1||3227 AS|Oudenhoorn|Nissewaard|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||3.300|nee|Nee
165|NH Kerkhof||NH|Kerkring|2||3201 CX|Spijkenisse|Nissewaard|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||1.583|nee|Nee
164|NH Kerkhof||NH|Kerkstraat|8||3214 AJ|Zuidland|Nissewaard|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||1.800|nee|Nee
130|NH Kerkhof||NH|Dorpsstraat|7||2211 GA|Noordwijkerhout|Noordwijk|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||1.350|nee|Nee
220|NH Kerkhof||NH|Kerksingel|1||2981 EH|Ridderkerk|Ridderkerk|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||Vorm intact, geen grafmonumenten meer|1.610|nee|Nee
151|NH Kerkhof||NH|Charloisse Kerksingel|35||3082 DA|Charlois|Rotterdam|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||3.790|nee|Nee
64|Joodse begraafplaats||Joods|Poldervaartpad (Beukenhof?)|||3118 GR|Schiedam|Schiedam|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||1930||||Recht|nee|nee|nee||Na WO II geruimd|?|nee|Nee
207|Gem. begraafplaats||Gem|Molenstraat|73|bij|2681 BN|Monster|Westland|Zuid-Holland|Geruimd|Nee|Nee|Nee|Geen||||||||1830||||Recht|nee|nee|nee||Nu parkje|1.440|nee|Nee
